,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
39279,693,spain,female,30.0,6,111063.35,1,1.0,1.0,62845.96,0
55878,549,spain,female,29.0,1,185078.26,2,1.0,1.0,115337.74,0
34647,611,spain,male,44.0,8,0.0,2,1.0,0.0,147964.57,0
107811,554,france,female,35.0,8,0.0,2,1.0,0.0,181204.5,0
12228,748,france,male,61.0,9,0.0,2,1.0,1.0,182336.45,0
73569,757,france,male,21.0,9,0.0,2,1.0,0.0,172668.39,0
78600,730,spain,male,29.0,1,0.0,2,0.0,1.0,123952.11,0
60561,709,france,female,33.0,2,0.0,2,1.0,1.0,176913.42,0
3055,683,france,male,35.0,3,0.0,1,1.0,0.0,79342.31,0
1799,775,france,male,31.0,6,0.0,2,1.0,0.0,176712.59,0
60581,599,spain,male,37.0,8,0.0,2,1.0,1.0,6057.81,0
103720,667,germany,female,69.0,7,121898.99,2,0.0,1.0,83617.44,0
99784,632,france,male,32.0,9,0.0,2,1.0,1.0,117832.88,0
113973,669,france,male,33.0,4,0.0,2,0.0,0.0,171452.01,0
98916,607,spain,male,39.0,10,0.0,2,0.0,0.0,132741.13,0
81457,745,france,female,41.0,10,0.0,2,0.0,1.0,15876.52,0
102391,699,france,female,41.0,3,0.0,2,1.0,1.0,38614.69,0
530,593,germany,male,42.0,0,142876.96,2,1.0,0.0,103099.22,0
83371,607,france,female,33.0,8,91301.72,1,0.0,1.0,130824.57,0
93740,646,spain,female,38.0,1,0.0,1,0.0,0.0,1528.4,0
102209,710,france,male,35.0,9,141462.13,1,1.0,1.0,67840.81,0
12955,686,france,male,39.0,4,0.0,2,0.0,0.0,155023.93,0
14016,518,france,female,45.0,8,0.0,1,1.0,0.0,36193.07,0
92867,681,spain,male,43.0,8,0.0,2,1.0,0.0,163558.36,0
25861,686,france,male,34.0,10,0.0,2,1.0,1.0,89972.25,0
58475,699,germany,female,34.0,2,115251.64,1,1.0,1.0,71692.8,0
82957,729,france,female,45.0,7,0.0,2,1.0,1.0,6382.46,0
83520,756,france,female,39.0,4,0.0,2,1.0,0.0,51364.87,0
83364,772,france,male,59.0,5,0.0,2,0.0,1.0,52615.62,0
87422,687,spain,female,37.0,8,0.0,2,1.0,1.0,171044.6,0
49906,725,france,male,36.0,1,0.0,2,1.0,0.0,147878.05,0
76278,748,france,female,31.0,7,0.0,2,0.0,0.0,141798.35,0
23515,697,spain,female,42.0,8,0.0,2,1.0,1.0,81811.1,0
6447,543,france,male,64.0,4,0.0,2,0.0,1.0,148305.82,0
30252,775,germany,male,30.0,4,49508.79,3,1.0,0.0,145558.42,0
43235,653,germany,male,26.0,6,136954.55,1,0.0,1.0,80553.87,0
71686,781,france,female,27.0,7,186558.55,1,1.0,1.0,175071.29,0
15932,719,france,female,35.0,5,0.0,2,0.0,0.0,101515.76,0
102650,726,france,female,35.0,2,0.0,2,1.0,1.0,198108.49,0
111762,752,france,male,31.0,1,0.0,2,1.0,0.0,122580.54,0
41312,783,france,female,43.0,5,0.0,2,1.0,0.0,109742.55,0
87174,649,spain,male,40.0,9,0.0,2,1.0,1.0,667.66,0
57804,689,france,male,35.0,9,0.0,1,0.0,1.0,144290.97,0
102708,619,france,female,46.0,2,117640.39,1,1.0,0.0,88920.68,0
102050,593,france,female,39.0,5,0.0,2,0.0,1.0,175070.58,0
86413,682,spain,male,38.0,10,0.0,1,1.0,1.0,82709.8,0
37408,599,germany,male,33.0,9,112088.04,1,1.0,1.0,142219.56,0
20556,671,france,male,33.0,1,0.0,2,1.0,1.0,51454.06,0
29953,778,france,female,34.0,10,107980.37,1,1.0,0.0,598.8,0
48081,591,france,male,35.0,3,0.0,2,1.0,0.0,89566.64,0
28063,672,spain,female,28.0,5,0.0,2,1.0,1.0,121562.33,0
28494,581,france,female,37.0,6,0.0,2,1.0,0.0,164741.5,0
83400,624,spain,female,28.0,5,0.0,2,1.0,0.0,176982.07,0
99989,650,france,male,36.0,7,0.0,2,1.0,1.0,83571.86,0
17795,703,spain,male,34.0,8,96019.5,1,1.0,0.0,136934.91,0
35948,699,france,male,32.0,2,0.0,2,1.0,1.0,101491.15,0
66878,700,germany,female,39.0,6,144550.83,2,1.0,1.0,189664.43,0
25845,573,spain,female,43.0,4,0.0,1,1.0,1.0,94862.93,0
105184,571,france,male,33.0,10,114743.45,2,0.0,0.0,100433.83,0
8634,774,spain,male,34.0,6,0.0,2,0.0,0.0,147720.27,0
79029,637,france,female,30.0,5,105229.53,1,1.0,1.0,157567.37,0
17632,697,france,female,48.0,5,0.0,2,1.0,0.0,131283.6,0
39183,718,france,female,30.0,0,0.0,2,0.0,1.0,18917.87,0
12154,544,france,female,37.0,2,0.0,2,1.0,1.0,134596.38,0
36475,776,spain,male,68.0,7,114386.85,1,0.0,1.0,101828.39,0
55879,711,france,male,30.0,9,139912.06,1,1.0,0.0,71178.17,0
105929,713,france,male,42.0,7,0.0,2,1.0,0.0,82565.01,0
7008,629,germany,male,36.0,4,120702.67,2,1.0,1.0,98175.74,0
115275,525,spain,female,47.0,6,142638.54,1,1.0,1.0,93769.96,0
29791,683,spain,male,40.0,4,0.0,1,1.0,0.0,75848.22,0
3699,641,germany,male,32.0,4,141918.09,2,0.0,1.0,179834.45,0
48137,537,france,male,53.0,4,0.0,1,1.0,1.0,18761.92,0
5501,697,spain,male,61.0,3,109027.09,1,1.0,1.0,175096.67,0
4003,787,france,male,33.0,10,145988.65,2,1.0,1.0,79510.37,0
325,444,france,male,39.0,7,0.0,2,1.0,1.0,138743.86,0
71509,719,germany,male,28.0,3,109118.05,2,0.0,1.0,50911.41,0
29365,577,france,male,40.0,1,0.0,1,1.0,1.0,16897.19,0
7383,629,spain,male,81.0,6,0.0,2,1.0,1.0,190347.72,0
27470,587,france,male,31.0,1,0.0,2,1.0,0.0,142566.43,0
13149,727,france,female,51.0,5,0.0,2,1.0,1.0,184524.74,0
59213,714,france,female,34.0,1,0.0,1,0.0,1.0,47322.41,0
110122,653,germany,male,40.0,7,119782.72,2,1.0,0.0,166516.84,0
10973,633,spain,female,29.0,3,0.0,1,1.0,0.0,187985.85,0
17484,850,france,female,42.0,5,93059.34,1,1.0,0.0,151623.91,0
30594,659,spain,male,30.0,1,0.0,2,0.0,0.0,26767.85,0
28383,564,france,male,31.0,8,152967.13,1,0.0,1.0,160548.57,0
78036,841,spain,male,40.0,8,152880.16,1,1.0,1.0,110431.51,0
34379,655,france,female,34.0,8,0.0,2,1.0,0.0,105560.01,0
17906,524,spain,female,26.0,9,81210.72,2,1.0,1.0,166588.76,0
57385,756,france,male,43.0,4,0.0,2,1.0,1.0,29761.29,0
56595,717,spain,male,39.0,7,0.0,1,1.0,0.0,133086.01,0
32830,710,france,female,38.0,8,97792.07,1,1.0,0.0,97955.41,0
13645,718,france,female,38.0,6,138597.61,1,1.0,0.0,85905.39,0
88187,658,france,male,29.0,8,124043.8,1,1.0,1.0,125979.36,0
49771,585,france,female,33.0,7,0.0,2,1.0,1.0,66577.31,0
59638,733,france,male,35.0,2,0.0,2,1.0,1.0,85890.75,0
71204,684,france,male,36.0,5,0.0,2,1.0,1.0,47829.8,0
29928,711,spain,male,34.0,8,135277.96,1,1.0,1.0,184564.67,0
106837,683,france,female,20.0,8,0.0,2,1.0,0.0,123977.86,0
76794,637,france,male,29.0,7,0.0,2,1.0,0.0,180329.4,0
97300,593,germany,male,34.0,2,123760.68,2,1.0,1.0,131301.74,0
29610,705,germany,female,32.0,3,128264.03,2,1.0,0.0,103560.98,0
43555,751,france,male,43.0,5,0.0,2,1.0,1.0,131093.99,0
59263,699,france,female,30.0,3,0.0,2,0.0,0.0,116692.8,0
16412,699,france,male,27.0,1,0.0,2,0.0,1.0,105593.65,0
69816,590,spain,female,23.0,7,0.0,2,1.0,0.0,196789.9,0
2906,721,france,male,37.0,1,0.0,2,1.0,0.0,161243.07,0
82581,712,france,female,32.0,2,0.0,2,1.0,1.0,94570.56,0
86323,581,germany,male,35.0,9,121523.51,1,0.0,1.0,161655.55,0
40571,762,france,female,35.0,2,0.0,2,1.0,1.0,51362.82,0
108640,712,france,male,37.0,10,0.0,2,0.0,1.0,96462.62,0
11065,589,france,female,34.0,2,0.0,2,1.0,1.0,174816.59,0
57783,661,france,male,30.0,9,0.0,2,1.0,0.0,148087.62,0
93714,663,france,male,43.0,10,0.0,2,1.0,1.0,158032.5,0
13643,714,spain,female,32.0,0,0.0,2,1.0,1.0,138525.19,0
88676,646,france,male,39.0,8,0.0,2,0.0,0.0,142331.85,0
19035,744,spain,male,39.0,7,127290.61,2,1.0,1.0,133600.89,0
48248,629,france,male,76.0,6,121313.88,2,1.0,0.0,64872.55,0
17274,516,france,female,35.0,8,0.0,2,0.0,1.0,75879.64,0
67029,697,spain,male,32.0,3,0.0,2,0.0,0.0,735.79,0
32155,733,spain,female,32.0,7,90560.41,1,1.0,0.0,187900.12,0
95074,686,france,female,41.0,7,0.0,2,1.0,1.0,119425.94,0
24653,794,france,male,45.0,0,0.0,2,1.0,1.0,64716.08,0
5739,545,france,female,35.0,0,0.0,2,1.0,0.0,173425.68,0
60735,684,spain,male,43.0,9,95668.88,1,1.0,0.0,90977.75,0
67946,728,spain,male,39.0,2,0.0,1,1.0,0.0,18719.67,0
65983,694,spain,male,33.0,0,40685.92,1,1.0,1.0,88947.56,0
13518,695,france,female,46.0,0,122549.64,1,0.0,1.0,17004.14,0
8140,649,france,male,35.0,2,0.0,2,1.0,0.0,55400.17,0
91283,725,france,male,34.0,1,0.0,2,1.0,1.0,96791.15,0
59505,744,france,male,51.0,1,118537.47,2,1.0,1.0,116912.45,0
9348,635,spain,female,35.0,7,126679.69,1,1.0,1.0,146680.25,0
20077,645,france,female,31.0,6,129502.49,1,1.0,1.0,40463.03,0
68011,784,germany,female,38.0,1,146720.98,2,1.0,1.0,4121.04,0
85385,716,france,male,47.0,6,0.0,1,1.0,1.0,187636.06,0
60201,662,germany,male,43.0,4,122314.5,1,1.0,0.0,164886.64,0
68481,589,france,male,37.0,2,125829.13,1,1.0,0.0,162960.05,0
81915,758,spain,male,57.0,7,129735.3,1,1.0,1.0,141175.66,0
16365,569,germany,male,35.0,7,127099.08,1,0.0,1.0,147075.93,0
46046,706,france,female,42.0,3,0.0,2,1.0,0.0,185514.24,0
31099,594,france,male,39.0,10,0.0,2,1.0,1.0,136846.75,0
108001,726,spain,female,35.0,9,0.0,2,0.0,0.0,151401.42,0
10132,716,spain,female,27.0,5,0.0,2,1.0,0.0,141180.66,0
66259,746,germany,male,34.0,6,125877.65,1,1.0,1.0,103421.42,0
30673,698,spain,male,26.0,6,129740.56,1,1.0,1.0,140937.91,0
52259,685,france,male,28.0,6,0.0,2,1.0,1.0,93081.84,0
10450,722,france,female,38.0,3,0.0,2,0.0,1.0,167984.72,0
98350,763,spain,female,37.0,8,0.0,2,1.0,0.0,933.38,0
77742,579,spain,female,20.0,5,0.0,2,0.0,1.0,175743.74,0
21800,554,france,male,51.0,4,0.0,2,1.0,0.0,101397.67,0
66439,640,france,female,36.0,2,0.0,2,1.0,1.0,24761.36,0
7847,694,germany,male,49.0,3,102631.56,1,1.0,0.0,131581.19,0
28740,668,france,male,44.0,6,0.0,2,0.0,1.0,149381.25,0
101572,704,france,male,35.0,1,121404.64,2,1.0,0.0,137873.54,0
35029,645,spain,female,30.0,1,0.0,1,0.0,0.0,132440.29,0
23220,637,france,male,32.0,3,0.0,2,1.0,0.0,197827.06,0
59148,721,spain,male,36.0,3,0.0,1,1.0,1.0,100433.83,0
6355,669,france,female,29.0,9,0.0,2,1.0,1.0,93901.61,0
42923,602,germany,male,58.0,5,108881.29,1,1.0,1.0,134901.59,0
6518,729,germany,female,29.0,2,137998.2,2,1.0,1.0,99154.86,0
91458,683,france,male,39.0,4,0.0,2,1.0,0.0,105886.77,0
82081,667,france,female,42.0,7,0.0,2,1.0,1.0,51553.51,0
6203,589,france,male,33.0,2,112392.66,1,0.0,0.0,90112.44,0
30390,587,spain,female,34.0,3,0.0,1,1.0,1.0,98820.09,0
37289,721,germany,male,41.0,1,122214.0,1,1.0,0.0,88965.46,0
82979,712,france,male,42.0,6,150507.21,2,0.0,1.0,169964.12,0
73632,685,france,male,31.0,9,132623.6,1,1.0,0.0,36292.94,0
1317,699,france,female,36.0,1,0.0,2,1.0,1.0,133537.03,0
83295,678,spain,male,32.0,8,0.0,1,1.0,1.0,58814.41,0
83406,842,spain,female,33.0,7,0.0,2,1.0,1.0,102543.24,0
62138,829,france,male,22.0,7,150126.44,2,1.0,0.0,152107.93,0
10467,602,france,female,44.0,2,107926.02,1,1.0,0.0,154337.47,0
110123,633,france,male,40.0,10,0.0,2,1.0,1.0,126726.47,0
106115,668,spain,female,38.0,7,0.0,2,1.0,1.0,188639.28,0
69931,809,france,female,24.0,2,0.0,2,1.0,0.0,81873.81,0
115176,703,france,female,41.0,8,99353.42,1,1.0,1.0,141031.09,0
7782,509,france,male,40.0,6,146033.62,1,1.0,0.0,28789.99,0
114443,685,germany,male,32.0,2,118590.35,1,1.0,0.0,83700.66,0
46661,549,germany,male,38.0,2,131406.56,1,1.0,1.0,9149.96,0
62799,705,spain,male,48.0,4,103154.66,1,1.0,1.0,143203.78,0
105831,702,france,male,31.0,8,0.0,2,1.0,1.0,169804.41,0
112391,684,germany,male,36.0,1,122350.15,2,1.0,0.0,134849.29,0
30926,709,france,male,36.0,8,66573.17,2,0.0,1.0,96864.36,0
8963,512,france,female,75.0,2,0.0,1,1.0,1.0,123304.62,0
17145,569,france,male,49.0,9,0.0,1,1.0,0.0,134878.01,0
61771,633,spain,male,43.0,7,131647.01,1,1.0,0.0,115260.72,0
48049,607,france,female,29.0,6,98014.74,1,1.0,0.0,182960.46,0
34863,569,france,male,31.0,1,0.0,1,1.0,0.0,186826.87,0
38950,662,france,male,40.0,3,107799.65,1,1.0,0.0,131778.78,0
16142,724,france,female,69.0,5,117866.92,1,1.0,1.0,62280.91,0
49960,738,germany,male,33.0,7,148042.97,1,1.0,0.0,92647.94,0
77016,595,spain,male,33.0,9,0.0,2,1.0,1.0,131177.17,0
93023,685,france,male,27.0,4,0.0,1,1.0,1.0,179834.63,0
13692,756,france,female,25.0,3,132924.34,2,1.0,1.0,147796.27,0
65861,732,france,male,31.0,3,119009.57,2,1.0,0.0,47777.15,0
58943,544,germany,male,30.0,7,73218.89,1,0.0,0.0,126796.69,0
66432,627,spain,male,32.0,4,0.0,2,0.0,1.0,86764.41,0
10511,431,france,male,55.0,1,116932.53,1,1.0,1.0,94951.27,0
30428,734,france,female,32.0,10,129735.3,2,1.0,0.0,170421.13,0
45602,632,germany,female,32.0,9,121286.27,1,0.0,0.0,52404.47,0
71350,731,france,female,35.0,7,0.0,2,1.0,0.0,177737.05,0
48715,535,france,female,24.0,2,0.0,2,1.0,0.0,173498.45,0
40879,712,germany,male,39.0,1,122917.71,2,1.0,0.0,158043.11,0
89040,477,spain,male,35.0,0,0.0,2,0.0,0.0,100408.31,0
61988,670,germany,female,32.0,2,147171.2,1,1.0,1.0,69850.04,0
15578,687,france,male,28.0,2,0.0,2,1.0,1.0,143598.7,0
60271,678,spain,female,32.0,9,0.0,2,1.0,0.0,115916.65,0
21002,678,france,male,37.0,3,97720.03,2,1.0,1.0,161848.76,0
101402,629,germany,male,21.0,5,127720.47,2,1.0,0.0,94871.95,0
40245,732,germany,female,52.0,4,84435.57,2,0.0,0.0,100919.41,0
51747,682,france,female,34.0,9,0.0,2,0.0,1.0,125010.24,0
65068,633,germany,female,37.0,3,151525.24,2,0.0,0.0,173365.4,0
41613,676,spain,female,39.0,4,0.0,2,0.0,0.0,64872.33,0
75548,703,france,male,42.0,9,0.0,2,1.0,0.0,60427.3,0
97066,587,germany,male,31.0,5,137657.25,1,1.0,0.0,46824.08,0
99855,651,france,female,29.0,1,139562.05,2,0.0,0.0,91423.69,0
68802,629,france,male,35.0,2,111284.53,1,0.0,1.0,84760.32,0
27387,579,france,female,40.0,4,0.0,2,1.0,0.0,172450.19,0
20271,773,germany,female,33.0,3,108881.73,2,0.0,1.0,134889.95,0
99554,697,france,male,23.0,1,0.0,2,1.0,1.0,24761.36,0
66196,711,france,female,36.0,6,0.0,2,1.0,0.0,58214.79,0
32973,715,spain,female,37.0,6,0.0,2,1.0,1.0,143983.0,0
35469,652,france,male,38.0,2,0.0,2,1.0,0.0,102908.91,0
44109,719,france,male,38.0,6,0.0,2,0.0,0.0,79919.25,0
76224,711,france,female,53.0,9,0.0,2,1.0,1.0,161242.18,0
60614,556,france,male,41.0,5,146050.97,1,1.0,1.0,137959.0,0
12776,718,france,male,43.0,3,97612.12,1,1.0,1.0,51670.82,0
104394,614,france,male,38.0,2,121355.19,1,1.0,0.0,96833.0,0
67482,678,spain,female,41.0,4,0.0,2,1.0,1.0,131852.94,0
98160,715,spain,female,48.0,5,0.0,2,1.0,1.0,147720.27,0
64012,709,france,female,24.0,10,0.0,2,1.0,1.0,156906.15,0
23770,732,france,male,47.0,3,0.0,2,0.0,1.0,84906.6,0
92794,659,germany,female,47.0,4,129832.58,2,1.0,0.0,139947.94,0
61267,656,france,female,27.0,9,139834.93,1,1.0,1.0,152733.89,0
13335,663,france,male,40.0,3,153764.76,1,1.0,1.0,83716.73,0
20492,606,france,male,35.0,2,132164.26,1,1.0,1.0,164815.59,0
81208,619,france,male,34.0,7,0.0,2,1.0,1.0,57961.9,0
103618,709,france,female,38.0,9,0.0,2,1.0,1.0,185599.21,0
46791,573,france,male,26.0,10,0.0,2,1.0,1.0,94875.03,0
86217,629,germany,female,33.0,4,165931.11,2,0.0,0.0,162719.39,0
106217,716,france,female,35.0,10,156811.74,1,1.0,1.0,166957.82,0
5638,684,france,female,44.0,0,106634.46,1,1.0,0.0,126555.98,0
27517,711,germany,male,28.0,2,142551.28,2,1.0,1.0,116952.19,0
1964,704,germany,male,37.0,7,165413.43,1,0.0,0.0,35279.74,0
30717,644,spain,female,37.0,9,0.0,2,1.0,1.0,85421.36,0
66496,689,france,female,46.0,7,52016.08,2,1.0,0.0,72993.65,0
60172,648,france,female,34.0,7,0.0,1,1.0,1.0,151815.76,0
23083,834,germany,female,37.0,0,141441.86,1,0.0,0.0,3897.54,0
91165,619,spain,male,23.0,4,62400.48,1,1.0,1.0,132468.76,0
110071,646,france,male,36.0,8,106804.28,1,1.0,1.0,51670.82,0
113435,687,france,male,42.0,9,144801.97,1,0.0,1.0,12483.56,0
27299,595,spain,male,29.0,6,111063.06,1,1.0,1.0,64513.44,0
96344,735,france,male,21.0,1,0.0,2,0.0,0.0,92220.12,0
77921,732,france,male,41.0,10,140356.7,1,1.0,0.0,117144.15,0
25244,634,france,male,45.0,7,0.0,2,1.0,0.0,80701.72,0
99118,489,france,female,32.0,5,0.0,2,1.0,1.0,58469.04,0
64139,677,spain,male,29.0,5,121378.39,1,1.0,1.0,54726.65,0
68739,556,france,female,25.0,7,0.0,2,1.0,1.0,49515.25,0
57651,667,france,male,37.0,8,0.0,2,1.0,0.0,84491.86,0
9480,729,france,male,38.0,5,0.0,2,0.0,1.0,16081.71,0
16137,755,france,male,22.0,5,112615.86,1,1.0,1.0,4491.77,0
15809,681,france,male,32.0,8,0.0,2,1.0,0.0,171443.09,0
31787,598,france,female,24.0,9,0.0,2,1.0,0.0,68462.59,0
86982,609,spain,male,46.0,1,61710.44,2,1.0,0.0,108887.44,0
106181,650,france,male,22.0,1,0.0,2,1.0,1.0,155872.82,0
18329,595,france,female,41.0,7,0.0,2,1.0,1.0,172049.84,0
22040,624,france,female,28.0,6,0.0,2,1.0,0.0,57862.93,0
80544,642,france,male,28.0,2,0.0,2,1.0,0.0,132973.21,0
62418,850,spain,male,51.0,4,109799.55,2,1.0,1.0,12457.76,0
104598,683,france,male,29.0,5,0.0,2,0.0,1.0,59755.0,0
114416,711,france,male,58.0,6,91285.13,2,1.0,0.0,26767.85,0
104637,526,spain,male,38.0,2,0.0,2,1.0,0.0,58010.98,0
113250,699,france,male,46.0,2,107959.39,1,1.0,0.0,148537.07,0
22745,682,france,male,34.0,3,0.0,2,1.0,0.0,53379.51,0
41556,832,germany,male,29.0,7,114737.92,2,1.0,0.0,87941.85,0
104726,571,france,female,35.0,8,0.0,2,0.0,1.0,84569.13,0
109082,624,france,female,44.0,2,100912.53,1,0.0,0.0,186489.91,0
73851,554,france,male,32.0,6,0.0,2,0.0,0.0,133535.29,0
35118,669,france,male,35.0,3,0.0,2,1.0,0.0,122218.57,0
72834,821,germany,male,35.0,4,121898.89,2,0.0,1.0,102547.56,0
17600,633,spain,male,38.0,2,121527.4,1,1.0,1.0,113481.02,0
65062,706,france,male,31.0,3,0.0,2,1.0,1.0,79633.38,0
7891,697,france,male,36.0,8,0.0,2,1.0,1.0,151316.37,0
17236,732,germany,male,30.0,0,90963.49,1,0.0,0.0,27802.0,0
4692,548,spain,female,34.0,7,160376.61,1,0.0,0.0,196853.11,0
102566,726,france,male,37.0,2,86950.07,1,1.0,0.0,164876.66,0
83020,627,france,male,38.0,8,147822.37,1,1.0,1.0,156660.2,0
64070,752,germany,male,36.0,2,126147.84,2,1.0,0.0,55218.02,0
24504,635,spain,male,33.0,1,0.0,2,0.0,1.0,178067.33,0
69813,706,spain,male,30.0,5,0.0,2,1.0,1.0,80425.65,0
32691,695,germany,male,41.0,5,127289.73,2,1.0,0.0,180134.49,0
14442,694,germany,male,45.0,1,176915.85,1,0.0,1.0,106939.22,0
86832,850,spain,female,33.0,2,0.0,2,1.0,0.0,12096.81,0
2454,726,france,male,36.0,7,0.0,2,1.0,1.0,173425.68,0
808,607,france,female,25.0,4,0.0,1,1.0,0.0,61312.15,0
33127,445,france,female,36.0,3,0.0,2,1.0,1.0,127939.19,0
86785,710,france,male,33.0,5,0.0,2,1.0,1.0,98368.24,0
104263,731,france,female,42.0,4,0.0,2,1.0,1.0,144345.58,0
12842,774,france,female,37.0,6,127261.35,1,1.0,1.0,185555.33,0
38768,596,france,male,37.0,2,0.0,2,0.0,0.0,182258.17,0
99522,663,france,male,40.0,8,0.0,2,1.0,0.0,86937.2,0
56255,597,france,female,31.0,6,0.0,2,1.0,1.0,77977.28,0
47703,693,france,female,29.0,6,0.0,2,1.0,1.0,180622.02,0
108382,681,france,female,36.0,7,0.0,2,1.0,0.0,76650.8,0
47384,790,spain,female,31.0,7,167949.48,2,1.0,1.0,156791.36,0
50547,498,france,female,24.0,8,131659.59,1,1.0,0.0,93769.89,0
91891,593,france,male,34.0,1,0.0,2,1.0,0.0,75837.58,0
57146,707,spain,male,45.0,9,0.0,2,0.0,1.0,196395.25,0
86675,589,france,male,37.0,3,0.0,2,1.0,1.0,167564.82,0
14654,639,spain,female,34.0,3,145080.53,1,0.0,1.0,63732.43,0
50325,473,germany,male,41.0,5,121205.09,1,1.0,0.0,147822.14,0
67371,744,germany,male,38.0,4,129848.52,2,0.0,0.0,152290.69,0
87958,684,france,female,35.0,8,0.0,2,1.0,1.0,108419.79,0
95102,679,spain,male,38.0,8,0.0,2,1.0,1.0,171099.45,0
97522,759,france,male,57.0,9,137963.07,1,1.0,1.0,152290.28,0
33047,605,germany,male,44.0,8,129608.57,2,1.0,1.0,178722.24,0
111382,729,france,male,40.0,5,0.0,2,1.0,0.0,133051.21,0
92256,714,france,male,34.0,9,0.0,2,1.0,1.0,134878.19,0
76398,629,spain,female,38.0,1,91902.56,1,1.0,1.0,34857.46,0
16199,646,france,male,38.0,9,127320.36,1,1.0,1.0,140168.36,0
43523,565,france,female,45.0,2,0.0,1,1.0,0.0,129956.13,0
65660,523,france,male,30.0,4,0.0,2,0.0,1.0,130883.9,0
84482,496,france,male,35.0,9,0.0,2,0.0,1.0,753.37,0
45427,613,germany,male,36.0,9,139603.22,2,1.0,1.0,43852.05,0
83134,721,france,male,37.0,6,95679.29,2,1.0,1.0,120250.58,0
58392,844,spain,male,47.0,6,0.0,1,1.0,1.0,4969.13,0
25910,850,france,male,22.0,5,107467.56,1,1.0,1.0,131718.12,0
66401,624,germany,female,30.0,8,108004.74,2,0.0,0.0,137508.51,0
21492,589,germany,female,31.0,5,155393.98,2,1.0,1.0,155641.46,0
58938,850,spain,female,35.0,5,0.0,1,1.0,1.0,59935.14,0
40954,677,france,female,42.0,3,86616.35,1,0.0,0.0,91903.9,0
45059,679,france,male,31.0,3,0.0,2,1.0,1.0,85801.72,0
107785,573,france,male,36.0,8,0.0,2,0.0,1.0,143775.82,0
27018,598,germany,male,58.0,8,103817.42,2,1.0,1.0,141359.37,0
66435,693,spain,female,34.0,6,108901.0,1,1.0,1.0,127538.28,0
13582,648,france,female,28.0,5,123857.64,1,1.0,1.0,120540.83,0
52662,594,france,male,38.0,9,0.0,2,1.0,1.0,181461.46,0
37854,627,france,female,41.0,7,0.0,2,0.0,0.0,120830.56,0
67397,775,france,male,42.0,6,122338.71,2,0.0,0.0,119216.46,0
21598,596,france,female,41.0,8,0.0,2,1.0,1.0,141053.85,0
108897,667,france,male,29.0,7,0.0,1,0.0,1.0,66799.27,0
105226,545,france,male,30.0,9,0.0,2,1.0,0.0,162087.82,0
97115,706,france,female,70.0,9,0.0,1,1.0,1.0,143960.72,0
13002,607,france,male,39.0,4,130786.92,1,1.0,1.0,131259.6,0
103134,729,france,male,44.0,6,0.0,2,0.0,1.0,9200.54,0
59420,630,spain,male,42.0,1,0.0,2,0.0,0.0,186826.22,0
18436,649,france,female,34.0,1,0.0,2,0.0,0.0,94796.55,0
32576,664,germany,female,42.0,8,111827.49,2,1.0,1.0,112465.19,0
69831,767,france,male,33.0,6,0.0,2,1.0,0.0,178.19,0
92111,741,spain,male,58.0,5,139825.04,1,1.0,1.0,141137.57,0
83045,644,france,female,44.0,3,0.0,2,1.0,1.0,124571.09,0
63339,754,france,female,50.0,7,81310.34,1,0.0,1.0,183868.01,0
112833,624,germany,male,37.0,8,166039.76,2,1.0,0.0,85890.68,0
61773,678,france,female,30.0,6,0.0,2,1.0,1.0,22750.17,0
34936,628,spain,male,48.0,8,0.0,2,1.0,1.0,181449.19,0
87246,635,france,female,39.0,6,150412.14,2,0.0,0.0,83499.89,0
16593,590,spain,male,40.0,1,139432.37,1,0.0,1.0,107964.36,0
26199,758,germany,male,41.0,10,96693.66,2,1.0,0.0,167873.49,0
110391,660,france,male,40.0,1,131754.11,1,1.0,0.0,38761.61,0
65198,616,france,male,34.0,4,0.0,2,1.0,1.0,62768.8,0
89750,554,germany,female,31.0,2,88594.93,1,1.0,0.0,192776.64,0
1017,644,spain,male,33.0,2,0.0,2,1.0,1.0,106564.01,0
50462,712,france,female,35.0,5,0.0,2,0.0,0.0,67840.83,0
16486,706,france,male,36.0,6,0.0,2,1.0,0.0,142400.66,0
72063,756,germany,male,38.0,1,122524.61,1,1.0,1.0,173878.87,0
48675,697,france,male,32.0,8,81523.38,2,1.0,1.0,61931.21,0
43600,573,france,female,40.0,2,154983.98,1,1.0,1.0,73882.49,0
30324,668,france,female,51.0,3,0.0,1,1.0,1.0,173989.47,0
104382,691,france,male,36.0,7,160599.06,1,1.0,1.0,28391.52,0
99221,679,france,female,35.0,9,0.0,2,0.0,0.0,80752.36,0
18713,572,france,female,30.0,6,111096.91,1,0.0,1.0,81436.68,0
109779,652,france,male,38.0,8,64900.32,1,1.0,0.0,102426.12,0
78117,422,france,male,54.0,10,0.0,2,1.0,1.0,7166.71,0
57083,731,france,female,38.0,3,0.0,1,1.0,0.0,97640.2,0
100886,643,france,male,35.0,7,121628.9,1,0.0,1.0,57380.05,0
55245,633,spain,male,31.0,3,0.0,2,1.0,0.0,45348.08,0
102220,579,france,male,25.0,4,0.0,2,1.0,0.0,126233.13,0
85734,606,spain,female,31.0,10,0.0,2,1.0,1.0,195209.4,0
